date,symbol,action,reason,new_stop,r_close,hold_days
2026-01-16,000739.SZ,HOLD,HOLD: no stop raise,16.8,0.12,3
2026-01-16,603165.SH,HOLD,HOLD: no stop raise,12.8,0.8,3
