stock,ratio
中利集团,5.878456334900204
药易购,5.56294015006963
三元股份,5.1143791083069425
家联科技,3.8104314845506675
朗博科技,3.235352422907489
好上好,3.2351668998222314
新化股份,2.8831425212418287
恒光股份,2.8673347178632294
华鹏飞,2.6595523486458434
建业股份,2.448435013605229
新宙邦,2.0623625932929044
永太科技,2.004223000851618
