date,symbol,action,reason,new_stop,r_close,hold_days
2026-01-28,000739.SZ,HOLD,HOLD: close>=+1R but stop already >= target 17.550,18.3,1.6133,11
2026-01-28,603165.SH,HOLD,HOLD: close>=+2R but stop already >= target 13.700,13.7,4.0889,11
