date,symbol,action,reason,new_stop,r_close,hold_days
2026-01-30,000739.SZ,SELL,STOP_HIT(low<=stop) stop=18.300,18.3,1.08,13
2026-01-30,603165.SH,SELL,STRUCT_BREAK: 2 consecutive closes below MA5,13.7,3.4444,13
