stock,ratio
双枪科技,4.072451626666875
沃华医药,3.841861053722188
海王生物,3.5217960948575366
财信发展,2.223372210862415
西部矿业,2.215943175478383
国机重装,2.2108153364383005
安记食品,2.1247627374833082
河钢资源,2.082112582768816
金诚信,2.0620282672137393
