ts_code,detect_date
601628.SH,20251016
000766.SZ,20251017
001228.SZ,20251020
002829.SZ,20251020
000850.SZ,20251021
300834.SZ,20251021
000637.SZ,20251022
000928.SZ,20251022
002588.SZ,20251022
300557.SZ,20251022
600185.SH,20251022
600871.SH,20251022
000852.SZ,20251023
002243.SZ,20251023
002337.SZ,20251023
600938.SH,20251023
601857.SH,20251023
001218.SZ,20251024
002151.SZ,20251024
002454.SZ,20251024
300739.SZ,20251024
600710.SH,20251024
603160.SH,20251024
603856.SH,20251024
000543.SZ,20251027
002378.SZ,20251027
002690.SZ,20251027
300054.SZ,20251027
301097.SZ,20251027
301287.SZ,20251027
600801.SH,20251027
600805.SH,20251027
000421.SZ,20251028
300219.SZ,20251028
300771.SZ,20251028
301170.SZ,20251028
301223.SZ,20251028
600029.SH,20251028
600195.SH,20251028
600269.SH,20251028
600346.SH,20251028
600361.SH,20251028
001288.SZ,20251029
002004.SZ,20251029
002552.SZ,20251029
300140.SZ,20251029
300283.SZ,20251029
300415.SZ,20251029
300573.SZ,20251029
600011.SH,20251029
600572.SH,20251029
601318.SH,20251029
603739.SH,20251029
002314.SZ,20251030
301279.SZ,20251030
600295.SH,20251030
600300.SH,20251030
600507.SH,20251030
600575.SH,20251030
600989.SH,20251030
601808.SH,20251030
603997.SH,20251030
605305.SH,20251030
002489.SZ,20251031
600166.SH,20251031
600329.SH,20251031
603190.SH,20251031
003008.SZ,20251103
600444.SH,20251103
605155.SH,20251103
300402.SZ,20251104
000338.SZ,20251106
000809.SZ,20251106
001286.SZ,20251106
300775.SZ,20251106
600089.SH,20251106
002170.SZ,20251107
000830.SZ,20251110
001209.SZ,20251110
002091.SZ,20251110
603663.SH,20251110
301305.SZ,20251112
600113.SH,20251112
300350.SZ,20251113
001217.SZ,20251125
600288.SH,20251125
600489.SH,20251125
605005.SH,20251125
000612.SZ,20251201
000672.SZ,20251201
000708.SZ,20251201
002159.SZ,20251201
300929.SZ,20251201
600497.SH,20251201
601369.SH,20251201
603787.SH,20251201
301012.SZ,20251208
301198.SZ,20251208
600230.SH,20251208
600372.SH,20251208
600859.SH,20251208
601211.SH,20251208
600875.SH,20251211
601226.SH,20251211
002309.SZ,20251212
