stock,ratio
联科科技,1.944093455198279
华东重机,1.7865975890847774
三美股份,1.6813623385924508
三德科技,1.5848451749036991
剑桥科技,1.5218582865011903
天地数码,1.3948982536531616
美丽生态,1.3826441731987584
移远通信,1.3674938602150937
联合精密,1.0004255259640762
百洋股份,0.9058626774607499
远翔新材,0.8468009998065806
宏和科技,0.6902001968767592
