stock,ratio
华东重机,2.9413858804770294
震裕科技,2.4354717348070394
三美股份,2.1104148480645804
剑桥科技,2.0170274116184297
宏和科技,1.4913069023416885
若羽臣,1.3182586720285017
武汉凡谷,1.2139329689207827
中宠股份,1.0150500482795426
美丽生态,0.881233385946628
三德科技,0.6828705399131199
