stock,ratio
青松股份,3.2253121252622514
迈普医学,2.365553406581977
丸美生物,2.00366961588862
宁波韵升,1.2067487564341843
三德科技,1.1838106327159512
百洋股份,1.107364303746662
兆易创新,1.0908666835290601
鼎龙股份,1.0310544207635626
盛帮股份,0.9642231023959483
金达威,0.9193043652068
安克创新,0.6836440029176494
富临精工,0.6437082383960213
新农股份,0.47632783516441873
